gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenureBins
0,0,1,0,1,2,1,0,1,0,0,0,0,0,1,2,0.5706467661691541,0.2007615970459266,0
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0.26616915422885573,0.09774405723517195,0
1,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0.3592039800995025,0.004102238633741057,0
0,0,1,0,1,1,2,2,2,2,2,2,2,1,1,1,0.008955223880596996,0.05568312947149782,1
0,0,1,0,1,1,2,2,2,2,2,2,2,2,0,1,0.021393034825870627,0.027982921763212557,0
0,0,0,1,1,2,1,0,0,1,0,1,0,1,0,3,0.7706467661691543,0.5720459266097392,2
1,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,0.07064676616915422,0.1957477498269098,2
0,0,1,0,1,1,1,0,1,1,0,1,1,2,0,0,0.7661691542288557,0.628415647357489,2
0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,1,0.607960199004975,0.20961227786752828,0
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.01741293532338306,0.09401684744980383,1
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.01741293532338306,0.020759289176090465,0
1,0,0,1,1,2,2,2,2,2,2,2,2,2,1,3,0.07064676616915422,0.2110258481421648,2
1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.1527363184079602,0.0017078236787445187,0
0,0,0,0,1,1,2,2,2,2,2,2,2,1,1,1,0.020895522388059695,0.04319755365797369,0
0,0,0,1,1,1,0,1,0,1,1,0,0,2,1,1,0.4507462686567164,0.4610431571659358,2
1,0,1,1,1,1,2,2,2,2,2,2,2,0,1,1,0.015920398009950265,0.00012116316639741503,0
0,0,0,1,1,2,2,2,2,2,2,2,2,2,0,1,0.06616915422885569,0.1917205169628433,2
1,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0.7567164179104477,0.4539983844911147,1
0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,3,0.06766169154228854,0.21404338795291947,2
0,1,1,0,1,2,1,0,0,1,1,1,1,0,0,0,0.9174129353233832,0.4196457419801523,1
1,0,0,1,1,2,0,1,0,1,1,0,0,2,1,2,0.5134328358208955,0.5866085852757905,2
0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0.36318407960199006,0.004148396030463882,0
1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0.6194029850746269,0.23882414031848603,0
0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.3656716417910447,0.35486383567966767,2
0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0.5582089552238805,0.03646434341103162,0
1,0,0,0,1,2,0,1,0,1,1,1,0,2,1,1,0.6059701492537314,0.6367066697438265,2
0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,2,0.011940298507462671,0.14824601892453265,2
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0.5990049751243781,0.03591622432494808,0
0,0,0,0,1,2,1,0,0,1,1,1,1,1,0,2,0.8980099502487563,0.9214170320793907,2
0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0.707462686567164,0.00814101084698823,0
0,0,0,0,1,2,1,0,0,1,1,1,1,2,0,3,0.9019900497512437,0.5579852296330488,1
1,0,1,1,1,1,2,2,2,2,2,2,2,0,1,1,0.014925373134328346,0.0001096238172167089,0
1,0,0,1,1,2,1,1,0,1,1,1,1,2,1,1,0.9711442786069652,0.7557235171936303,2
0,1,1,0,1,2,1,0,1,1,0,0,1,0,1,3,0.6970149253731343,0.2825928917609047,1
1,0,0,0,1,1,0,1,0,0,1,1,1,2,0,1,0.6248756218905472,0.5456785137318255,2
1,0,0,1,1,2,1,1,1,1,0,1,1,2,1,2,0.8656716417910447,0.875946226632818,2
0,0,0,0,1,1,2,2,2,2,2,2,2,0,1,3,0.021890547263681587,0.03600276944380337,0
1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0.6,0.16199515347334412,0
1,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0.7786069651741293,0.39433417955227323,1
1,0,1,0,1,2,0,1,1,1,1,0,1,2,0,2,0.5338308457711444,0.5147011308562197,2
1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,3,0.40646766169154225,0.11449919224555735,0
1,0,1,0,1,2,1,0,1,0,0,1,1,1,1,1,0.7572139303482587,0.4503231017770598,1
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.2641791044776119,0.017407108239095314,0
0,1,1,0,1,1,2,2,2,2,2,2,2,1,1,2,0.020895522388059695,0.04048003692591739,0
0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0.5592039800995025,0.03180821601661667,0
1,0,0,1,1,2,1,1,0,0,0,1,1,0,0,0,0.8736318407960199,0.8695188091391646,2
1,0,1,0,1,2,2,2,2,2,2,2,2,2,1,2,0.056716417910447736,0.1955111931687053,2
1,0,1,0,1,2,1,1,0,1,1,1,1,2,1,3,0.9746268656716418,0.8923955688899147,2
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0.2582089552238806,0.04437456727440573,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.018905472636815884,0.00015578121393953342,0
1,0,0,1,1,2,1,0,1,1,0,1,0,0,0,2,0.7218905472636815,0.1642510962381722,0
1,1,1,0,1,2,1,0,1,0,0,0,0,0,0,3,0.5567164179104478,0.12867528271405496,0
1,0,0,1,1,2,1,0,1,1,1,0,1,2,1,2,0.7572139303482587,0.6398396030463881,2
0,0,1,1,1,2,0,0,0,0,0,1,1,1,0,1,0.590049751243781,0.3983729517655204,1
0,0,1,0,1,2,1,0,1,1,0,1,1,0,0,0,0.8208955223880597,0.12819639972305563,0
1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.16318407960199,0.0865047311331641,0
0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.32686567164179103,0.07989268405261944,0
0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0.3218905472636816,0.12168243711054696,0
1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,2,0.014427860696517386,0.14251096238172167,2
1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0.3154228855721393,0.010189245326563581,0
1,0,1,0,1,2,1,1,1,1,0,1,1,1,1,0,0.8532338308457711,0.7321313177936765,2
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.01791044776119402,0.0001442418647588273,0
0,0,1,0,1,2,0,1,0,1,1,1,0,0,0,3,0.6034825870646766,0.34135125778906067,1
0,1,1,0,1,1,2,2,2,2,2,2,2,2,1,3,0.013432835820895522,0.10951996307408263,2
1,0,0,0,1,1,2,2,2,2,2,2,2,1,1,3,0.01691542288557213,0.12785021924763443,2
0,0,0,1,1,2,1,1,0,1,0,1,1,1,0,3,0.8945273631840797,0.9129644588045235,2
1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.27014925373134324,0.04615739672282484,0
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0.12537313432835823,0.0433071774751904,0
0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0.7348258706467661,0.0820620816985922,0
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.012935323383084563,8.654511885529664e-05,0
1,0,0,1,1,2,2,2,2,2,2,2,2,2,1,2,0.06368159203980098,0.184819986152781,2
1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0.7557213930348259,0.01715901223171013,0
1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,0.3656716417910447,0.3547022847911378,2
0,0,0,1,1,2,0,1,1,0,0,1,1,2,0,0,0.5696517412935324,0.601275098084468,2
1,0,0,1,1,2,1,1,0,0,0,1,1,0,0,0,0.8681592039800995,0.7464112624048004,2
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.6164179104477612,0.014683821832448651,0
0,0,0,0,1,2,1,0,0,0,1,1,1,0,0,3,0.8641791044776118,0.5844391876298177,1
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.01741293532338306,0.0016039695361181631,0
1,1,0,0,1,2,1,1,1,0,0,1,1,1,0,0,0.8208955223880597,0.7680417724440342,2
0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5109452736318407,0.005861989383798754,0
1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,3,0.36915422885572136,0.18672397876759753,1
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0.2666666666666666,0.003029079159935379,0
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.01791044776119402,0.002757904454188784,0
1,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,0.07064676616915422,,0
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2641791044776119,0.24068197553657977,1
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1731343283582089,0.046884375721209334,0
1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,3,0.5681592039800994,0.0065255019616893605,0
0,1,1,0,1,1,0,1,0,0,1,1,0,2,0,3,0.5169154228855721,0.5149088391414725,2
1,0,1,0,1,2,0,1,1,1,1,1,1,2,1,3,0.6572139303482587,0.6898569120701593,2
0,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0.8159203980099502,0.2733614124163397,1
0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,3,0.36467661691542286,0.17151511654742674,1
0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0.4044776119402985,0.32243826448188323,1
0,0,1,1,1,2,1,0,0,1,0,0,0,0,1,2,0.6547263681592039,0.0363201015462728,0
1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0.5736318407960199,0.006588968382183245,0
0,0,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0.6736318407960199,0.04183014078006001,0
1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,3,0.4791044776119403,0.45458112162474035,2
1,0,0,1,1,1,2,2,2,2,2,2,2,0,0,3,0.011940298507462671,0.07566928225248096,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0.3338308457711442,0.11597622894068775,0
0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0.6597014925373134,0.07247288252942535,0
1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.6019900497512437,0.04538426032771752,0
1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0.7203980099502488,0.6822294022617125,2
1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,3,0.5283582089552238,0.05734479575351951,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5716417910447761,0.0065658896838218335,0
1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0.6860696517412935,0.4614181860143088,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06517412935323383,0.0006923609508423722,0
0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,3,0.2646766169154229,0.10094045695822756,0
0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0.31044776119402984,0.12699630740826218,0
0,0,1,0,1,2,1,1,1,1,0,1,0,1,1,3,0.7626865671641792,0.5304004154165705,1
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0.7646766169154228,0.26624163397184397,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.012935323383084563,8.654511885529664e-05,0
0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.2572139303482587,0.2762808677590584,2
1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0.2194029850746268,0.20493884144934227,1
0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0.417910447761194,0.1430360027694438,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.01840796019900498,0.023632587122086313,0
0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0.6039800995024875,0.041495499653819524,0
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0.8283582089552238,0.10247519039926149,0
0,0,0,0,1,1,2,2,2,2,2,2,2,0,1,1,0.013432835820895522,0.008614124163397185,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.020895522388059695,0.0030579275328871443,0
0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,2,0.6268656716417911,0.06477036695130395,0
1,0,1,0,1,2,1,0,0,1,1,1,1,2,1,0,0.899502487562189,0.563627971382414,1
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.015422885572139305,0.15894876528963767,2
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,0.36616915422885565,0.009687283637202861,0
1,0,0,1,1,2,1,1,0,1,1,0,0,2,1,3,0.7592039800995024,0.6992787906762059,2
1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0.3666666666666667,0.010910454650357719,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5616915422885572,0.006450496192014771,0
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.01791044776119402,0.02846180475421186,0
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,3,0.019900497512437804,0.09861527809831526,1
1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0.5373134328358209,0.29502077082852524,1
1,0,0,1,1,2,1,1,0,1,1,1,1,2,0,2,0.9597014925373134,0.9036522040156936,2
0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0.5502487562189055,0.23953957996768985,1
0,0,0,1,1,1,2,2,2,2,2,2,2,0,1,1,0.01641791044776117,0.04402261712439419,0
1,0,0,0,1,2,1,0,0,0,0,1,1,2,0,0,0.8074626865671642,0.8385529656127394,2
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0.31741293532338305,0.016391645511193167,0
1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,3,0.37810945273631835,0.14694207246711286,0
1,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0.33134328358208953,0.08616432033233326,0
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,2,0.018905472636815884,0.1521693976459728,2
0,0,1,0,1,2,1,0,0,1,1,1,1,2,0,2,0.917910447761194,0.8581410108469882,2
1,0,0,1,1,1,1,1,0,0,1,0,1,2,1,2,0.7646766169154228,0.7690514654973459,2
1,0,0,0,1,1,1,1,0,1,1,1,1,2,0,3,0.9139303482587063,0.7716247403646435,2
1,1,0,0,1,2,1,0,0,1,0,1,1,2,0,2,0.854726368159204,0.8852007846757443,2
1,0,1,1,1,1,2,2,2,2,2,2,2,0,0,1,0.010447761194029848,5.769674590353109e-05,0
0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.5601990049751243,0.02479229171474729,0
0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0.26218905472636816,0.01198938379875375,0
0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0.254228855721393,0.24085506577429036,2
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.014427860696517386,0.027642510962381725,0
1,0,0,1,0,0,0,0,1,0,1,1,1,2,1,2,0.32139303482587056,0.38607777521347797,2
1,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0.6273631840796019,0.26009693053311794,1
1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,3,0.6437810945273632,0.5636222017078236,2
1,1,1,0,1,2,1,0,1,0,0,1,1,0,0,0,0.7696517412935323,0.14476113547195937,0
1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0.5134328358208955,0.09447265174244174,0
0,0,0,0,1,2,1,0,1,1,1,1,1,1,0,2,0.8462686567164178,0.7500057696745904,2
1,1,0,0,1,1,1,1,0,1,0,1,1,2,1,3,0.8666666666666666,0.8646549734594968,2
1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,3,0.28009950248756216,0.09157627509808447,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.3114427860696517,0.04323217170551581,0
0,1,1,0,1,2,1,1,0,0,0,1,1,0,0,1,0.8412935323383085,0.30480036925917375,1
0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.6059701492537314,0.03443918762981768,0
0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0.5661691542288557,0.05841218555273483,0
1,1,1,0,1,2,1,0,1,0,0,0,0,0,0,3,0.5477611940298507,0.093382183244865,0
1,0,1,1,1,1,2,2,2,2,2,2,2,2,1,1,0.02288557213930348,0.15443111008539118,2
1,0,1,0,1,2,0,1,0,1,1,1,1,1,0,2,0.7019900497512437,0.6790156935148858,2
0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.6094527363184079,0.30535425801984767,1
0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.37363184079601985,0.004269559196861296,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,0,1,0.01641791044776117,0.020845834294945763,0
0,0,0,1,1,2,1,1,0,1,1,1,1,2,0,2,0.9547263681592041,0.889118393722594,2
1,0,0,0,1,2,1,1,0,1,1,0,1,1,0,3,0.8850746268656716,0.8421763212554813,2
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0.4104477611940298,0.04582852527117471,0
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.5313432835820896,0.0060985460420032315,0
0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,3,0.061194029850746234,0.19693053311793218,2
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2,0.3686567164179104,0.14601892453265639,0
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,0,0.020895522388059695,0.15411954765751212,2
1,0,1,0,1,2,2,2,2,2,2,2,2,2,1,1,0.06965174129353235,0.17776367412877914,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0.06616915422885569,0.0562139395338103,0
0,1,0,0,1,2,1,1,0,1,0,1,1,0,0,3,0.9069651741293533,0.8318312947149781,2
1,1,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0.7208955223880598,0.3916974382644819,1
1,0,0,1,1,1,2,2,2,2,2,2,2,0,1,3,0.015920398009950265,0.013852988691437803,0
1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.2646766169154229,0.29473228709900756,2
1,0,1,0,1,2,1,0,1,1,0,0,1,2,0,3,0.708457711442786,0.5260731594738057,2
1,0,0,1,1,2,1,0,0,1,1,1,1,2,0,2,0.9248756218905473,0.8668359104546504,2
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0.6109452736318408,0.015451188552965612,0
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.7592039800995024,0.4422628663743365,1
1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0.7164179104477612,0.3157800600046157,1
1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0.7701492537313434,0.017135933533348722,0
0,0,1,0,1,2,0,1,0,1,0,1,1,1,0,3,0.6487562189054726,0.4464631894761135,1
0,0,0,1,1,1,0,1,1,1,0,1,1,2,1,3,0.590049751243781,0.6410743134087238,2
0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,3,0.5039800995024876,0.15596007385183475,0
0,0,1,0,1,2,1,0,1,1,0,1,1,1,0,0,0.8243781094527362,0.5372259404569582,1
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,2,0.019900497512437804,0.035616201246249715,0
0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0.86318407960199,0.22945418878375262,0
1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,0.2154228855721393,0.32051119316870524,2
0,1,0,0,1,2,1,0,1,0,0,0,0,2,0,3,0.5711442786069653,0.6222709439187629,2
1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.7606965174129353,0.4031502423263328,1
0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,3,0.7661691542288557,0.5083544888068313,1
0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0.7696517412935323,0.008862220170782368,0
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.2572139303482587,0.0029194553427186708,0
0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,3,0.013432835820895522,0.08588737595199632,1
0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,0,0.7208955223880598,0.1564851142395569,0
0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,0.04776119402985074,0.14266097392107085,2
0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0.5203980099502488,0.2769674590353104,1
1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.7562189054726368,0.07502884837295178,0
1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,3,0.7199004975124377,0.6966708977613663,2
1,1,0,0,1,2,0,0,1,1,0,1,1,2,1,0,0.56318407960199,0.24959035310408492,1
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.015920398009950265,0.13494691899376876,2
1,1,1,0,1,2,1,0,1,0,0,1,1,0,0,3,0.7751243781094528,0.3462324024924994,1
1,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,0.08109452736318407,0.03417378259866144,0
1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.4985074626865671,0.14781906300484654,0
0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,2,0.6104477611940298,0.6343180244634203,2
1,0,0,0,1,2,1,0,0,1,0,1,1,1,1,0,0.854228855721393,0.8102988691437804,2
0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0.6497512437810945,0.07630394645741981,0
0,0,0,1,1,2,0,1,1,1,1,1,1,2,0,2,0.6562189054726368,0.6886395107315948,2
1,0,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0.8761194029850746,0.6309946918993768,2
0,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0.8213930348258706,0.7698996076621278,2
0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.6656716417910448,0.4213824140318486,1
0,0,1,0,1,2,1,0,1,0,1,1,1,0,0,1,0.8218905472636816,0.04390145395799677,0
0,0,1,0,1,2,1,1,1,0,1,1,1,0,1,2,0.8771144278606965,0.3684629586891299,1
0,0,1,0,1,2,1,0,1,1,1,1,1,2,0,3,0.8880597014925372,0.9040964689591507,2
0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,2,0.010945273631840807,0.15014424186475883,2
0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,2,0.772139303482587,0.28346988229863834,1
0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.32139303482587056,0.06306831294714979,0
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,2,0.02238805970149252,0.08545465035771983,1
0,0,0,0,1,2,0,1,0,0,0,1,1,1,0,3,0.6114427860696517,0.5501211631663974,2
0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.507960199004975,0.2070505423494115,1
1,0,0,1,1,2,1,0,1,1,0,0,0,2,0,3,0.6064676616915423,0.6233383337179783,2
1,0,0,1,1,2,0,1,1,1,1,1,1,0,1,0,0.6711442786069651,0.5304984998846065,2
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0.5169154228855721,0.08553542580198477,0
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,2,0.012935323383084563,0.16670320793907226,2
1,0,0,1,1,2,0,1,1,0,1,0,1,1,0,3,0.5338308457711444,0.36401453957996766,1
1,0,1,0,1,2,1,0,1,0,0,1,1,0,0,0,0.7522388059701491,0.0711747057465959,0
1,1,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0.6238805970149254,0.5585391183937226,2
1,1,0,0,1,2,1,0,0,1,1,1,1,1,0,0,0.9213930348258706,0.8623297945995846,2
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.014427860696517386,0.01286060466189707,0
1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,3,0.011940298507462671,0.0404165705054235,0
1,1,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0.5711442786069653,0.130146549734595,0
0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0.07363184079601987,0.21557812139395338,2
1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0.5587064676616916,0.006415878144472653,0
0,0,1,0,1,2,1,0,1,1,1,0,1,2,0,2,0.7646766169154228,0.5822813293330257,2
1,0,0,1,1,2,1,0,0,0,1,1,1,0,1,0,0.8502487562189055,0.5829967689822294,2
0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0.30696517412935326,0.07624624971151626,0
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0.3079601990049751,0.06373759519963074,0
1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0.37014925373134333,0.34019732287099,2
0,0,0,1,1,1,2,2,2,2,2,2,2,0,1,1,0.013432835820895522,0.08786637433648743,1
1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0.6129353233830845,0.10022501730902378,0
0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,0,0.015422885572139305,0.01629933071774752,0
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.26218905472636816,0.00903531040849296,0
0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.29950248756218906,0.09138010616201248,0
1,0,1,0,1,1,2,2,2,2,2,2,2,1,1,1,0.013432835820895522,0.004909993076390492,0
0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0.5925373134328358,0.15460420032310176,0
1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0.5159203980099502,0.06145280406185091,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06666666666666665,0.019784214170320794,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,0,2,0.024378109452736302,0.0024290330025386565,0
0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0.11791044776119403,0.12837525963535656,1
0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0.5781094527363183,0.2985864297253635,1
1,1,1,0,1,2,1,0,0,1,0,1,1,0,0,0,0.8771144278606965,0.2844103392568659,0
0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,2,0.4701492537313433,0.06396838218324487,0
0,0,1,0,1,2,0,1,1,0,1,0,0,1,1,0,0.40945273631840795,0.22317101315485807,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0.17164179104477612,0.06160858527579045,0
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0.3079601990049751,0.1707535195015001,1
0,0,0,1,1,2,0,1,1,0,1,0,0,2,1,2,0.41542288557213924,0.3756231248557581,2
1,0,1,0,1,1,2,2,2,2,2,2,2,0,0,3,0.021890547263681587,0.025213477959843068,0
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2646766169154229,0.2838968382183245,2
1,0,0,1,1,1,2,2,2,2,2,2,2,0,0,3,0.01791044776119402,0.0230440803138703,0
1,0,0,1,1,1,2,2,2,2,2,2,2,1,1,2,0.01741293532338306,0.09716708977613664,1
1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,2,0.4686567164179104,0.16219709208400648,0
0,0,1,0,1,2,1,0,1,1,1,0,1,0,0,2,0.7641791044776118,0.19162243249480732,0
0,1,0,1,1,2,0,1,0,0,0,1,0,1,1,0,0.5069651741293533,0.5727786752827141,2
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0.11194029850746268,0.16204131087006693,1
0,0,0,1,1,2,1,0,1,1,0,1,1,0,0,0,0.8139303482587064,0.3493364874221094,1
1,0,0,0,1,2,1,0,0,1,0,1,1,1,0,2,0.873134328358209,0.48001961689360717,1
